	schoolid	hispanic	college	black	otherrace	female	register	distance
1446	2356.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1447	2356.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
1448	2356.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
1449	2356.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
1450	2356.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
1451	2356.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1452	2356.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
1453	2356.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1454	2356.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
1455	2364.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
1456	2364.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1457	2364.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1458	2364.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1459	2364.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
1460	2364.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
1461	2364.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
1462	2364.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
1463	2364.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1464	2364.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
1465	2364.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
1466	2364.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
1467	2369.0	0.0	0.0	0.0	0.0	1.0	1.0	30.000001907348633
1468	2369.0	1.0	0.0	0.0	0.0	0.0	0.0	30.000001907348633
1469	2369.0	0.0	1.0	0.0	0.0	0.0	0.0	30.000001907348633
1470	2369.0	0.0	1.0	0.0	0.0	0.0	1.0	30.000001907348633
1471	2369.0	1.0	0.0	0.0	0.0	0.0	1.0	30.000001907348633
1472	2369.0	1.0	0.0	0.0	0.0	1.0	0.0	30.000001907348633
1473	2369.0	0.0	0.0	0.0	0.0	1.0	1.0	30.000001907348633
1474	2369.0	0.0	0.0	0.0	0.0	1.0	1.0	30.000001907348633
1475	2369.0	1.0	0.0	0.0	0.0	0.0	1.0	30.000001907348633
1476	2374.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0
1477	2374.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0
1478	2374.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
1479	2374.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0
1480	2374.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0
1481	2374.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
1482	2374.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
1483	2374.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0
1484	2374.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
1485	2406.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0
1486	2406.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0
1487	2406.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0
1488	2406.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0
1489	2406.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0
1490	2406.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
1491	2406.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0
1492	2406.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0
1493	2406.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0
1494	2406.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0
1495	2406.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0
1496	2406.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0
1497	2409.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1498	2409.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
1499	2409.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0
1500	2409.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
1501	2409.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0
1502	2409.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
1503	2419.0	0.0	1.0	0.0	0.0	0.0	1.0	30.000001907348633
1504	2419.0	0.0	1.0	0.0	1.0	1.0	0.0	30.000001907348633
1505	2419.0	0.0	1.0	0.0	0.0	1.0	1.0	30.000001907348633
1506	2419.0	1.0	0.0	0.0	0.0	0.0	0.0	30.000001907348633
1507	2419.0	0.0	1.0	0.0	0.0	0.0	0.0	30.000001907348633
1508	2419.0	0.0	1.0	0.0	0.0	0.0	1.0	30.000001907348633
1509	2419.0	0.0	1.0	0.0	0.0	1.0	0.0	30.000001907348633
1510	2419.0	0.0	1.0	0.0	0.0	1.0	1.0	30.000001907348633
1511	2419.0	0.0	1.0	0.0	0.0	0.0	1.0	30.000001907348633
1512	2419.0	0.0	1.0	0.0	0.0	0.0	0.0	30.000001907348633
1513	2419.0	0.0	1.0	0.0	0.0	1.0	1.0	30.000001907348633
1514	2428.0	0.0	0.0	0.0	1.0	0.0	0.0	30.000001907348633
1515	2428.0	0.0	0.0	0.0	0.0	0.0	1.0	30.000001907348633
1516	2428.0	1.0	0.0	0.0	0.0	0.0	1.0	30.000001907348633
1517	2428.0	0.0	0.0	0.0	0.0	1.0	0.0	30.000001907348633
1518	2428.0	0.0	0.0	0.0	0.0	0.0	0.0	30.000001907348633
1519	2428.0	0.0	1.0	0.0	0.0	1.0	1.0	30.000001907348633
1520	2428.0	0.0	0.0	0.0	0.0	0.0	0.0	30.000001907348633
1521	2428.0	0.0	0.0	0.0	0.0	1.0	1.0	30.000001907348633
1522	2428.0	0.0	0.0	0.0	0.0	0.0	0.0	30.000001907348633
1523	2428.0	0.0	0.0	0.0	0.0	1.0	1.0	30.000001907348633
1524	2428.0	0.0	0.0	0.0	0.0	1.0	1.0	30.000001907348633
1525	2428.0	0.0	0.0	0.0	0.0	0.0	1.0	30.000001907348633
1526	2428.0	0.0	0.0	0.0	0.0	0.0	1.0	30.000001907348633
1527	2432.0	0.0	0.0	1.0	0.0	0.0	1.0	18.0
1528	2432.0	1.0	0.0	0.0	0.0	0.0	1.0	18.0
1529	2432.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0
1530	2432.0	0.0	0.0	0.0	0.0	1.0	0.0	18.0
1531	2432.0	0.0	0.0	1.0	0.0	0.0	1.0	18.0
1532	2432.0	1.0	1.0	0.0	0.0	0.0	1.0	18.0
1533	2432.0	0.0	0.0	0.0	0.0	1.0	1.0	18.0
1534	2432.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0
1535	2432.0	0.0	0.0	0.0	0.0	1.0	1.0	18.0
1536	2432.0	0.0	1.0	0.0	0.0	1.0	1.0	18.0
1537	2432.0	0.0	0.0	0.0	0.0	1.0	1.0	18.0
1538	2432.0	1.0	0.0	0.0	0.0	0.0	0.0	18.0
1539	2432.0	0.0	0.0	0.0	0.0	1.0	0.0	18.0
1540	2432.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
1541	2453.0	0.0	0.0	0.0	0.0	1.0	1.0	10.0
1542	2453.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0
1543	2453.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
1544	2453.0	0.0	1.0	1.0	0.0	0.0	1.0	10.0
1545	2453.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0
1546	2453.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0
1547	2453.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
1548	2453.0	0.0	1.0	1.0	0.0	1.0	1.0	10.0
1549	2453.0	0.0	1.0	1.0	0.0	0.0	1.0	10.0
1550	2453.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0
1551	2453.0	0.0	1.0	1.0	0.0	1.0	0.0	10.0
1552	2453.0	1.0	1.0	0.0	0.0	1.0	0.0	10.0
1553	2453.0	0.0	1.0	0.0	0.0	1.0	0.0	10.0
1554	2459.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
1555	2459.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1556	2459.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1557	2459.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
1558	2459.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
1559	2459.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1560	2459.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1561	2459.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1562	2459.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1563	2459.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
1564	2467.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
1565	2467.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
1566	2467.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
1567	2467.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0
1568	2467.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1569	2467.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1570	2467.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1571	2467.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0
1572	2467.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
1573	2467.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0
1574	2467.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1575	2467.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1576	2467.0	0.0	1.0	0.0	0.0	0.0	1.0	25.0
1577	2467.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
1578	2467.0	1.0	0.0	0.0	0.0	1.0	1.0	25.0
1579	2491.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
1580	2491.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
1581	2491.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
1582	2491.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0
1583	2491.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
1584	2491.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
1585	2491.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
1586	2491.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0
1587	2491.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
1588	2491.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1589	2491.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0
1590	2491.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0
1591	2492.0	1.0	0.0	0.0	0.0	1.0	1.0	9.0
1592	2492.0	1.0	1.0	0.0	0.0	1.0	1.0	9.0
1593	2492.0	1.0	1.0	0.0	0.0	0.0	1.0	9.0
1594	2492.0	1.0	1.0	0.0	0.0	1.0	1.0	9.0
1595	2492.0	1.0	0.0	0.0	0.0	1.0	1.0	9.0
1596	2492.0	1.0	1.0	0.0	0.0	1.0	1.0	9.0
1597	2492.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0
1598	2509.0	0.0	0.0	0.0	0.0	1.0	1.0	17.0
1599	2509.0	1.0	0.0	0.0	0.0	0.0	0.0	17.0
1600	2509.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
1601	2509.0	0.0	1.0	0.0	0.0	1.0	0.0	17.0
1602	2509.0	0.0	1.0	0.0	0.0	0.0	1.0	17.0
1603	2509.0	0.0	0.0	0.0	0.0	1.0	0.0	17.0
1604	2509.0	0.0	1.0	0.0	0.0	1.0	0.0	17.0
1605	2509.0	0.0	1.0	0.0	0.0	1.0	1.0	17.0
1606	2509.0	0.0	0.0	0.0	0.0	1.0	1.0	17.0
1607	2516.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
1608	2516.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0
1609	2516.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
1610	2516.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
1611	2516.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1612	2516.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
1613	2516.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1614	2516.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
1615	2516.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
1616	2516.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
1617	2516.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
1618	2523.0	0.0	1.0	0.0	1.0	1.0	1.0	5.0
1619	2523.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
1620	2523.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0
1621	2523.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
1622	2523.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0
1623	2523.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0
1624	2523.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0
1625	2523.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0
1626	2523.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
1627	2523.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
1628	2523.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0
1629	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1630	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1631	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1632	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1633	2526.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1634	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1635	2526.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1636	2526.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1637	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1638	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1639	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1640	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1641	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1642	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1643	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1644	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1645	2526.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1646	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1647	2526.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
1648	2526.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1649	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1650	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1651	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1652	2526.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1653	2526.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1654	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1655	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1656	2526.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
1657	2526.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
1658	2580.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0
1659	2580.0	0.0	0.0	0.0	0.0	1.0	1.0	20.0
1660	2580.0	0.0	1.0	0.0	0.0	0.0	1.0	20.0
1661	2580.0	0.0	0.0	0.0	0.0	0.0	1.0	20.0
1662	2580.0	0.0	1.0	0.0	0.0	1.0	1.0	20.0
1663	2580.0	0.0	1.0	1.0	0.0	0.0	1.0	20.0
1664	2580.0	0.0	1.0	0.0	0.0	0.0	0.0	20.0
1665	2580.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0
1666	2580.0	0.0	0.0	0.0	0.0	0.0	1.0	20.0
1667	2580.0	0.0	0.0	0.0	0.0	0.0	1.0	20.0
1668	2605.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
1669	2605.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0
1670	2605.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
1671	2605.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
1672	2605.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0
1673	2616.0	0.0	1.0	0.0	0.0	1.0	1.0	8.0
1674	2616.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
1675	2616.0	0.0	1.0	0.0	0.0	1.0	1.0	8.0
1676	2616.0	0.0	1.0	0.0	0.0	1.0	1.0	8.0
1677	2616.0	0.0	1.0	0.0	0.0	1.0	0.0	8.0
1678	2616.0	0.0	1.0	0.0	0.0	1.0	1.0	8.0
1679	2616.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
1680	2616.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
1681	2620.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1682	2620.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
1683	2620.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
1684	2620.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1685	2620.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0
1686	2620.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1687	2620.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
1688	2620.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
1689	2620.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
1690	2626.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
1691	2626.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0
1692	2626.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0
1693	2626.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0
1694	2626.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0
1695	2626.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0
1696	2626.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0
1697	2626.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0
1698	2626.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0
1699	2629.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
1700	2629.0	1.0	1.0	0.0	0.0	0.0	0.0	8.0
1701	2629.0	1.0	1.0	0.0	0.0	0.0	0.0	8.0
1702	2629.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0
1703	2629.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0
1704	2629.0	0.0	1.0	0.0	1.0	0.0	1.0	8.0
1705	2629.0	0.0	1.0	1.0	0.0	0.0	1.0	8.0
1706	2629.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0
1707	2629.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
1708	2629.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
1709	2629.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
1710	2629.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0
1711	2629.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0
1712	2629.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0
1713	2629.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
1714	2629.0	0.0	1.0	1.0	0.0	0.0	0.0	8.0
1715	2629.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0
1716	2629.0	0.0	1.0	1.0	0.0	0.0	1.0	8.0
1717	2629.0	0.0	0.0	1.0	0.0	0.0	1.0	8.0
1718	2629.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0
1719	2629.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0
1720	2629.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
1721	2639.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
1722	2639.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
1723	2639.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
1724	2639.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
1725	2639.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
1726	2639.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
1727	2639.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
1728	2639.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
1729	2639.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
1730	2639.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
1731	2643.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
1732	2643.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
1733	2643.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
1734	2643.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0
1735	2643.0	1.0	0.0	0.0	0.0	1.0	1.0	5.0
1736	2643.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0
1737	2643.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0
1738	2643.0	0.0	1.0	0.0	1.0	1.0	0.0	5.0
1739	2643.0	0.0	1.0	0.0	1.0	0.0	1.0	5.0
1740	2643.0	1.0	1.0	0.0	0.0	0.0	1.0	5.0
1741	2651.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1742	2651.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1743	2651.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1744	2651.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1745	2651.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1746	2651.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
1747	2651.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1748	2651.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
1749	2651.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
1750	2651.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1751	2651.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
1752	2651.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1753	2651.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1754	2651.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
1755	2651.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
1756	2651.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1757	2651.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1758	2651.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
1759	2651.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
1760	2655.0	1.0	1.0	0.0	0.0	1.0	1.0	15.000000953674316
1761	2655.0	0.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
1762	2655.0	1.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
1763	2655.0	1.0	0.0	0.0	0.0	1.0	0.0	15.000000953674316
1764	2655.0	0.0	1.0	0.0	1.0	1.0	1.0	15.000000953674316
1765	2655.0	1.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
1766	2655.0	1.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
1767	2655.0	1.0	0.0	0.0	0.0	0.0	0.0	15.000000953674316
1768	2655.0	1.0	0.0	0.0	0.0	1.0	0.0	15.000000953674316
1769	2655.0	1.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
1770	2655.0	0.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
1771	2655.0	1.0	1.0	0.0	0.0	1.0	1.0	15.000000953674316
1772	2655.0	1.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
1773	2655.0	1.0	0.0	0.0	0.0	1.0	0.0	15.000000953674316
1774	2655.0	1.0	0.0	0.0	0.0	0.0	0.0	15.000000953674316
1775	2655.0	1.0	1.0	0.0	0.0	1.0	0.0	15.000000953674316
1776	2655.0	1.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
1777	2655.0	0.0	1.0	0.0	1.0	1.0	1.0	15.000000953674316
1778	2655.0	1.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
1779	2655.0	1.0	1.0	0.0	0.0	0.0	0.0	15.000000953674316
1780	2658.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
1781	2658.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
1782	2658.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
1783	2658.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
1784	2658.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
1785	2658.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0
1786	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1787	2658.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
1788	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1789	2658.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0
1790	2658.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
1791	2658.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
1792	2658.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
1793	2658.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0
1794	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1795	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1796	2658.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0
1797	2658.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
1798	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1799	2658.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0
1800	2658.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
1801	2658.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0
1802	2658.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
1803	2658.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
1804	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1805	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1806	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1807	2658.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
1808	2658.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
1809	2662.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
1810	2662.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0
1811	2662.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0
1812	2680.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1813	2680.0	1.0	0.0	0.0	0.0	0.0	0.0	25.0
1814	2680.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1815	2680.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
1816	2680.0	0.0	1.0	0.0	0.0	1.0	0.0	25.0
1817	2680.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
1818	2680.0	0.0	1.0	0.0	0.0	0.0	0.0	25.0
1819	2680.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1820	2680.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1821	2680.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0
1822	2680.0	1.0	1.0	0.0	0.0	0.0	1.0	25.0
1823	2680.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
1824	2692.0	1.0	0.0	0.0	0.0	1.0	0.0	12.0
1825	2692.0	0.0	1.0	0.0	0.0	1.0	1.0	12.0
1826	2692.0	1.0	1.0	0.0	0.0	1.0	1.0	12.0
1827	2692.0	0.0	0.0	0.0	0.0	1.0	1.0	12.0
